"Tytuł produktu","Kod produktu","Kategoria","Zdjęcie","Dokumentacja produktowa","Opis"
"Preparat do ręcznego mycia naczyń Forlux NC 08","NC 08","Kuchnia, Mycie ręczne","https://www.forlux.pl/sites/default/files/produkty/photo_16.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/nc_08_forlux.pdf","Zastosowanie:
Preparat Forlux NC 508 przeznaczony jest do codziennego ręcznego mycia wszelkich naczyń kuchennych oraz sztućców. Doskonale sprawdza się również do mycia różnego rodzaju pojemników, przyrządów oraz urządzeń w masarniach, cukierniach oraz piekarniach. Dokładnie myje i nabłyszcza nie pozostawiając zacieków.
Sposób użycia:
Dodać 5 ml płynu (1 łyżeczka) do 5 litrów wody. Umyte naczynia lub pojemniki spłukać wodą i pozostawić do wyschnięcia.
Skład:
5-15% anionowe związki powierzchniowo czynne, "
"PREPARAT DO ŚCIĄGANIA ZNISZCZONYCH WARSTW POLIMEROWYCH","PG 10","Podłogi, Mycie gruntowne","https://www.forlux.pl/sites/default/files/produkty/dsc04451.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/forlux_pg10_20-04-2016_r.pdf","Gruntowne czyszczenie powierzchni PG 10

Zastosowanie:

Preparat Forlux PG 10 przeznaczony jest do gruntownego czyszczenia i usuwania starych i zniszczonych powłok woskowych, emulsyjnych i polimerowych np. typu Forlux PP 08 lub Forlux PP 09 z podłóg różnego typu takich jak: PCV, malowane, lakierowane, drewniane, posadzki z lastrico, marmuru, kamienia, gresu. Nadaje się zarówno do czyszczenia ręcznego, jak i maszynowego maszyną szorującą. Dzięki niższej wartości pH, doskonale nadaje się do podłóg wrażliwych na środki zasadowe, takich jak np. naturalne wykładziny podłogowe typu linoleum.

Sposób użycia:

W zależności od stopnia zabrudzenia stosować rozcieńczenie od 500 ml do 1000 ml preparatu na 10 litrów wody. Nanieść roztwór na czyszczoną podłogę i pozostawić na około 10 minut. Następnie szorować i zebrać brud oraz rozpuszczony polimer. Należy uważać, aby nie dopuścić do zaschnięcia już rozpuszczonego wcześniej polimeru, zbierając rozpuszczony polimer na bieżąco. Przy podłogach bardzo chłonnych należy odczekać około dwie godziny, przed nałożeniem pierwszej warstwy polimeru, tak aby podłoga dokładnie odparowała. Przy myciu codziennym maszyną szorującą stosować rozcieńczenie 100 ml na 10 litrów wody. Pełna technologia doczyszczania gruntownego podłóg oraz nakładania polimeru wraz z filmem instruktażowym znajduje się na naszej stronie www.forlux.pl

pH 10,5
Dostępne opakowanie 
5L - PG 510
"
"Preparat do uszczelniania różnego rodzaju podłóg przed położeniem polimerów","PPI 508","Podłogi, Nabłyszczanie podłóg - polimery","https://www.forlux.pl/sites/default/files/produkty/p1090007.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/ppi_08_forlux_karta_charakterystyki.pdf","Podłogi- uszczelnianie PPI 08

	Zastosowanie
	Wysokiej jakości polimer zabezpieczająco- impregnujący do wszelkich rodzajów podłóg. Po wyschnięciu tworzy trwałą, bezbarwną powłokę o wysokim połysku. Całkowicie uszczelnia posadzkę. Preparat zalecany szczególnie do uszczelniania posadzek w miejscach o dużym natężeniu ruchu. Stosowany jest do zabezpieczania porowatych, twardych, wodoodpornych podłóg, np.: z kamienia sztucznego, marmuru, lastriko, płytek kamiennych, cementowych, betonowych, cegły, żywicznych, tarkettu itp. Może być także stosowany na lekko sprężyste posadzki. Posiada właściwości antypoślizgowe. Jest odporny na środki dezynfekujące, dlatego jest szczególnie zalecany do stosowania w placówkach służby zdrowia i zakładach produkcji żywności oraz w kuchniach. Zaleca się nakładanie pierwszej wstępnej warstwy przed zastosowaniem kolejnych warstw polimerów PP 508 lub PP 509. Ze względu na różnorodność podłóg- przed zabezpieczeniem całej powierzchni zaleca się wykonanie próby przyczepności.

	Sposób użycia
	Przed użyciem preparatu należy usunąć stare zabrudzenia za pomocą preparatu
	Forlux PG 514 w stężeniu około 500 ml na 10 litrów wody. Zneutralizować posadzkę poprzez wypłukanie wodą, następnie dokładnie osuszyć. Nałożyć pierwszą warstwę preparatu Forlux PPI 508, następnie zalecane warstwy polimerów PP 508 lub PP 509. Zaleca się nałożenie od dwóch do trzech warstw w odstępie minimum 30 minut.

	pH 8
Dostępne opakowania 

		5 L - PPI 508
"
"Preparat w tabletkach do dezynfekcji powierzchni na bazie chloru Forlux PD 06","PD 006","Kuchnia, Gruntowna dezynfekcja, Podłogi, Dezynfekcja, Powierzchnie zmywalne, Dezynfekcja, Sanitariaty, Dezynfekcja","https://www.forlux.pl/sites/default/files/produkty/p1090020.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/decyzja_pd_06.pdf, https://www.forlux.pl/sites/default/files/karta_charakterystki/karta_pd006_eco_javel.pdf","Tabletki chlorowe o działaniu bakteriobójczym, prątkobójczym, wirusobójczym i grzybobójczym.
Zastosowanie:
Dezynfekcja w placówkach służby zdrowia i weterynarii:
Preparat działa bakteriobójczo, grzybobójczo i wirusobójczo w stężeniu – 1 tabletka + 1,5 litra wody dla dezynfekcji sprzętu i powierzchni nie zanieczyszczonych krwią lub substancjami organicznymi.
Preparat działa bakteriobójczo, grzybobójczo i wirusobójczo oraz prątkobójczo w stężeniu – 2 tabletki + 1,5 litra wody dla dezynfekcji sprzętu i powierzchni nie zanieczyszczonych krwią lub substancjami organicznymi.
Preparat działa bakteriobójczo, grzybobójczo i wirusobójczo oraz prątkobójczo w stężeniu – 6 tabletek + 1,5 litra wody dla dezynfekcji sprzętu i powierzchni zanieczyszczonych substancjami organicznymi.
Preparat działa bakteriobójczo, grzybobójczo i wirusobójczo oraz prątkobójczo w stężeniu – 10 tabletek + 1,5 litra wody dla dezynfekcji sprzętu i powierzchni silnie zanieczyszczonych krwią, wydzielinami i wydalinami.
Roztwory sporządzać pod wyciągiem ze sprawną wentylacją tuż przed użyciem.
Czas dezynfekcji 15 minut. Potem powierzchnie dezynfekowane spłukać czystą wodą.
Dezynfekcja w zakładach przetwarzania żywności w  rolnictwie, hotelach, domach opieki, gospodarstwach domowych, placówkach oświatowych itp.:
Dezynfekcji należy dokonać sporządzając roztwór = 1 tabletka + 3 litry wody dla powierzchni czystych lub 1 tabletka +1,5 litra wody dla zabrudzonych substancjami organicznymi. Potem powierzchnie i sprzęty dezynfekowane spłukać czystą wodą. Stosować takie stężenie do dezynfekcji toalet, wanny, umywalek, pojemników na śmieci, zsypów i sprzętów ze stali nierdzewnej i kratek ściekowych. Zaleca się najpierw umyć detergentem.
W przypadku dezynfekcji wody w przydomowych basenach – 1-2 tabletki na 1m3 wody co 1-2 dni w zależności od stopnia zabrudzenia.
Wybielanie i usuwanie plam:
1 tabletka na 5 litrów wody i kilkukrotnie wypłukać. Pranie ręczne przez zamaczanie lub do bębna pralki przy 1 cyklu.
UWAGA! Możliwość odbarwienia przy silniejszych stężeniach. NIE STOSOWAĆ do wełny, jedwabiu, nylonu i skóry.
Dostępne opakowania:
PD 006 - opakowanie 150 tabletek
"
"Preparat w żelu do mycia sanitariatów - Forlux SG 01","SG 01","Sanitariaty, Mycie gruntowne","https://www.forlux.pl/sites/default/files/produkty/p1080970.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/forlux_sg01_16-11-2015_r.pdf","Zastosowanie:
Preparat Forlux SG 01 w postaci żelu do codziennego mycia muszli klozetowych, umywalek i armatury łazienkowej. Skutecznie usuwa kamień i rdzę. Konsystencja żelu ułatwia przyleganie preparatu nawet do pionowych powierzchni, co wydłuża czas działania i gwarantuje większą skuteczność mycia. Posiada bardzo przyjemny, świeży zapach. Żel jest dostępny w opakowaniu 0,75 litra typu ""kaczka"" co pozwala na równomierne i oszczędne nanoszenie, jednocześnie ułatwiając dotarcie preparatu do trudno dostępnych miejsc.
Sposób użycia:
Mycie muszli klozetowych, bidetów itp.: Preparat nanieść bezpośrednio na mytą powierzchnię, odczekać ok.10min i spłukać wodą.
Mycie umywalek i armatury: Preparat nanieść na gąbkę lub ściereczkę, którymi przecieramy mytą powierzchnię, następnie spłukać i wytrzeć do sucha.
Skład:
"
"Profesjonalna butelka 0,5 l","BUT PROF","Akcesoria pomocnicze, Butelki i spryskiwacze","https://www.forlux.pl/sites/default/files/produkty/photo.jpg","","Profesjonalna butelka ze spryskiwaczem, pojemność 0,5 L
Sztywne trwałe tworzywo sprawia że butelka jest bardzo trwała a okrągła podstawa dodatkowo zwiększa jej stabilność.
	Spryskiwacz działa w dwie strony, rozpyla ciecz przy naciskaniu i puszczaniu dźwigni co skraca czas pracy i zwiększa jej komfort.
	Istnieje możliwość regulacji strumienia.
	Wysoka jakość użytych materiałów zapewnia dużą trwałość produktu.
Dostępne w kolorach:

		BUT PROF N - niebieski

		BUT PROF C - czerwony
"
"PROSZEK DO MYCIA NACZYŃ W ZMYWARKACH Z NABŁYSZCZACZEM, ZMIĘKCZACZEM I ODKAMIENIACZEM – FORLUX NP 10","NP 310","Kuchnia, Mycie maszynowe","https://www.forlux.pl/sites/default/files/produkty/photo_32.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/np_10_forlux_-_karta.pdf","ROSZEK DO MYCIA NACZYŃ W ZMYWARKACH Z NABŁYSZCZACZEM, ZMIĘKCZACZEM I ODKAMIENIACZEM 
Wielofunkcyjny Proszek do Zmywarek NP10,
Dzięki specjalnej kompozycji wysoce efektywnych składników, zapewnia wysoką skuteczność czyszczącą.
	Bez trudu usuwa skutecznie nawet tak uporczywe zabrudzenia jak tłuszcze, przypalone resztki potraw, plamy z jajka.
	Aktywny tlen skutecznie radzi sobie z przebarwieniami powstałymi na przykład po kawie czy herbacie.
	Odpowiednio dobrany skład sprawia, że naczynia lśnią krystalicznym blaskiem.
	Enzymy aktywne w 30 stopniach C pozwalają skutecznie myć naczynia w niskich temperaturach.
	Funkcja zmiękczania wody pozwala na bardziej efektywne wykorzystanie składników myjących.
	Funkcja soli chroni zmywarkę przed osadzaniem się kamienia, zapewniając jej sprawne działanie.
Uważać aby do pudełka z proszkiem nie dostała się woda, po użyciu opakowanie dokładnie zamknąć, dzieki temu zawarty w proszku aktywny tlen nie straci swych właściwości.
Wsypać proszek do przeznaczonego do tego pojemnika w zmywarce i zamknąć zmywarkę.
	Do każdego zmywania należy stosować 2-4 gram proszku na 1 litr wody.
	Nie wsypywać proszku do pojemnika na sztućce i pojemnika na sól regeneracyjną.
pH 10
Dostępne opakowanie

		wiadro 3 kg
"
"Proszek do prania tkanin kolorowych ForColor UPK 310","UPK 310","Czyszczenie tkanin, Kolorowe","https://www.forlux.pl/sites/default/files/produkty/upk_310.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/upk_10_forlux.pdf","Zastosowanie:
Proszek ForColor szczególnie polecany do tkanin kolorowych (o trwałych kolorach, gdyż spiera zabrudzenia, ale również ogranicza przebarwianie tkanin między sobą i ich mechacenie się. Przeznaczony jest do prania tkanin lnianych, bawełnianych, syntetycznych i mieszanych. Do stosowania we wszystkich typach pralek i pralnic w całym zakresie temperatur. Przeznaczony także do prania ręcznego (proszek rozpuszcza się już w temperaturze 20° C ) ForColor doskonale radzi sobie z trudnymi plamami po tłuszczu, owocach, kawie czy herbacie. ForColor nadaje wypranym tkaninom miękkość i miły, świeży zapach.
Skład:
10-20% anionowych związków nadtlenowych, 5-15%anionowych i niejonowych środków powierzchniowo czynnych, >5% polikarboksylanów, mydła, fosfonianów, enzymu, optycznego wybielacza i kompozycji zapachowej.
pH 10
Dostępne opakowania:
3 kg - UPK 310
"
"PRZEMYSŁOWE CZYŚCIWO DUŻA ROLA","CRB 1500","Artykuły higieniczne, Czyściwa przemysłowe","https://www.forlux.pl/sites/default/files/produkty/mmmm.jpg","","PRZEMYSŁOWE CZYŚCIWO DUŻA ROLA 
Czyściwo duża rola

		celuloza dwuwarstwowa

		długość 510 m

		szerokość 240 mm

		średnica 400 mm
Pakowane po 2 szt
"
"Przenośny system dozowania mocowany na kanistrach","DOZ MS01","Automaty dozujące koncentraty, Dozowniki przenośne","https://www.forlux.pl/sites/default/files/produkty/foto_1.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/instrukcja_obslugi_dozownika_doz_p-01_doz_ms01doz_m_01_0.pdf","Zalety:
przenośny, lekki, zapewniający bezpieczeństwo dla użytkowaników przy stosowaniu koncetratów Forlux
dokładne dozowanie = oszczędność; obniża zdecydowanie koszty zużycia chemii
szybka instalacja – gotowa do użycia wystarcz wybrać odpowiednie dozowanie podłączyć do źródła wody, nie wymaga montażu (wiercenia otworów w ścianie),
łatwy w obsłudze (przycisk ON/OFF),
oszczędność czasu pracownika,
wytrzymały – wykonany z najwyższej klasy materiałów odpornych na środki chemiczne o zmiennym pH
uniwersalny – może być podłączona do każdego rodzaju kanistra ze środkiem chemicznym (wystarczy zrobić otwór w korku kanistra),
13 poziomów rozcieńczenia chemii (od 30ml do 1400ml na 10l wody),
zalecany do napełniania wiader, zestawów sprzątających oraz  maszyn czyszczących.
Z załączonego do dozownika zestawu dysz wybrać tą której numer jest przypisany w tabeli do pożądanego stężenia (tabela poniżej pokazuje numery dysz oraz odpowiadające im stężenie roztworu roboczego w %):
nr.dyszy
1
2
3
4
5
6
6
7
8
9
10
11
bez dyszy
% roztworu roboczego
0,3
0,5
0,8
1
1,1
1,3
1,5
1,7
2
3
5
10
14

 
"
"Przenośny system dozowania z pojemnikiem 1 l ","DOZ M 01","Automaty dozujące koncentraty, Dozowniki przenośne","https://www.forlux.pl/sites/default/files/produkty/foto_6.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/instrukcja_obslugi_dozownika_doz_p-01_doz_ms01doz_m_01_1.pdf","Zalety:
przenośny, lekki, zapewniający bezpieczeństwo dla użytkowaników przy stosowaniu koncetratów Forlux
dokładne dozowanie = oszczędność; obniża zdecydowanie koszty zużycia chemii
szybka instalacja – gotowa do użycia wystarcz wybrać odpowiednie dozowanie podłączyć do źródła wody, nie wymaga montażu (wiercenia otworów w ścianie),
łatwy w obsłudze (przycisk ON/OFF),
oszczędność czasu pracownika,
wytrzymały – wykonany z najwyższej klasy materiałów odpornych na środki chemiczne o zmiennym pH
uniwersalny – może być podłączona do każdego rodzaju kanistra ze środkiem chemicznym (wystarczy zrobić otwór w korku kanistra),
13 poziomów rozcieńczenia chemii (od 30ml do 1400ml na 10l wody),
zalecany do napełniania butelek ze spryskiwaczem, wiader oraz  zestawów sprzątających
Z załączonego do dozownika zestawu dysz wybrać tą której numer jest przypisany w tabeli do pożądanego stężenia (tabela poniżej pokazuje numery dysz oraz odpowiadające im stężenie roztworu roboczego w %):
nr.dyszy
1
2
3
4
5
6
6
7
8
9
10
11
bez dyszy
% roztworu roboczego
0,3
0,5
0,8
1
1,1
1,3
1,5
1,7
2
3
5
10
14
 
"
"Przenośny system pianowania niskiego ciśnienia","DOZ P-01","Akcesoria pomocnicze, Butelki i spryskiwacze, Automaty dozujące koncentraty, Dozowniki przenośne, Dozowniki do chemii, Ręczne dozowanie chemii","https://www.forlux.pl/sites/default/files/produkty/p_01_pianownica.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/instrukcja_obslugi_dozownika_doz_p-01_doz_ms01doz_m_01.pdf","Przenośny system pianowania niskiego ciśnienia.
Szybko i skutecznie zamienia pianowe środki czystości w gęstą pianę. 
Standardowo wyposażony jest w : 
1 litrowy pojemnik na skoncentrowaną chemię 
12 dysz umożliwiających 12 poziomów dozowania koncentratu 
Zaletą DOZ P-01 jest niewielki prosty i szybki montaż, poręczny rozmiar i mała waga, dzięki czemu jest łatwy w instalacji,przenoszeniu oraz użytkowaniu.
Ustawienie stężania roztworu roboczego:  
Z załączonego do dozownika zestawu dysz wybrać tą której numer jest przypisany w tabeli do pożądanego stężenia (tabela poniżej pokazuje numery dysz oraz odpowiadające im stężenie roztworu roboczego w %):
nr.dyszy
1
2
3
4
5
6
6
7
8
9
10
11
bez dyszy
% roztworu roboczego
0,3
0,5
0,8
1
1,1
1,3
1,5
1,7
2
3
5
10
14

"
"Prześcieradło w roli, dwuwarstwowe celulozowe 50","PRC 50","Artykuły higieniczne, Prześcieradła w roli","https://www.forlux.pl/sites/default/files/produkty/prc_50.jpg","","
		długość rolki 50 m

		szerokość 500 mm

		średnica 120 mm

		pakowane po 3 rolki w zgrzewce
"
"Prześcieradło w roli, dwuwarstwowe celulozowe 80","PRC 80","Artykuły higieniczne, Prześcieradła w roli","https://www.forlux.pl/sites/default/files/produkty/prc_80.jpg","","
		długość rolki 80 m

		szerokość 600 mm

		średnica 140 mm

		pakowane po 3 rolki w zgrzewce
"
"PŁYN DO HIGIENICZNEJ DEZYNFEKCJI RĄK","RDS 0,35K","Kuchnia, Codzienna dezynfekcja, Ręce, Dezynfekcja","https://www.forlux.pl/sites/default/files/produkty/p1150841.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/impuls_10_sd_wersja_3.1_19_lutego_2015_clp_2.pdf"," 
RDS  - Impuls 10SD
Dezynfekcja rąk - przemysł spożywczy
Zastosowanie
Preparat przeznaczony jest do higienicznej dezynfekcji rąk pracowników zatrudnionych w przemyśle spożywczym, w punktach sprzedaży produktów spożywczych, gastronomii, restauracjach i kuchniach. Zakres stosowania: powszechny.Posiada działanie bakteriobójcze i grzybobójcze.
Sposób użycia
Wetrzeć dokładnie 3-5 ml preparatu na umyte uprzednio ręce i pozostawić do wyschnięcia.
Preparat posiada Pozwolenie Ministra Zdrowia na obrót produktem biobójczym oraz atest PZH.
Dostępne opakowania
RDS 4K - kanister 4 kg 
RDS 0,35K- butelka z pompką dozującą 0,35 kg
"
"PŁYN DO HIGIENICZNEJ DEZYNFEKCJI RĄK ","RDS 4 K","Ręce, Dezynfekcja","https://www.forlux.pl/sites/default/files/produkty/dsc08756.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/karta_charakterystyki_wersja_2.1_16_marca_2012_1.pdf, https://www.forlux.pl/sites/default/files/karta_charakterystki/pozwolenie_ministerstwa_zdrowia.pdf","RDS  - Impuls 10SD
Dezynfekcja rąk - przemysł spożywczy
Zastosowanie
Preparat przeznaczony jest do higienicznej dezynfekcji rąk pracowników zatrudnionych w przemyśle spożywczym, w punktach sprzedaży produktów spożywczych, gastronomii, restauracjach i kuchniach. Zakres stosowania: powszechny.Posiada działanie bakteriobójcze i grzybobójcze.

Sposób użycia
Wetrzeć dokładnie 3-5 ml preparatu na umyte uprzednio ręce i pozostawić do wyschnięcia.

Preparat posiada Pozwolenie Ministra Zdrowia na obrót produktem biobójczym oraz atest PZH.
Dostępne opakowania
RDS 4K - kanister 4 kg 
RDS 0,35K- butelka z pompką dozującą 0,35 kg
"
"Płyn do mycia chłodni, lodówek oraz witryn chłodniczych - FORLUX PCH 10","PCH 10","Kuchnia, Codzienna dezynfekcja, Mycie codzienne, Powierzchnie zmywalne, Mycie codzienne","https://www.forlux.pl/sites/default/files/produkty/pch_10.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/forlux_pch_23-05-2017_r.pdf","Zastosowanie:
Płyn do czyszczenia chłodni, lodówek, witryn chłodniczych.
Działa skutecznie bez potrzeby rozmrażania powierzchni mytych do – 25  °C.
Może być stosowany do ręcznego i maszynowego mycia posadzek w chłodniach.
Produkt gotowy do użycia.
Sposób użycia:
Spryskać płynem zabrudzoną powierzchnię i wytrzeć miękkim ręcznikiem papierowym lub ściereczką do uzyskania naturalnego połysku.
Skład:
"
"Płyn do mycia szyb Antypara Nano - FORLUX ZAP 10","ZAP 10","Powierzchnie zmywalne, Szyby i lustra","https://www.forlux.pl/sites/default/files/produkty/zap_510.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/zap10_karta_charakterystyki.pdf","Zastosowanie:
Dzięki swym składnikom skutecznie usuwa kurz i tłusty brud gwarantując idealną czystość i połysk bez polerowania.  Zawarty w nim alkohol przyspiesza wysychanie, gwarantując czyszczonym powierzchniom połysk bez smug.
Idealny do luster, szyb okiennych i samochodowych.
Dzięki innowacyjnej recepturze zawierającej nano - cząsteczki, skutecznie ogranicza powstawanie pary na szybach i lustrach. Stosowany w samochodzie znacząco podnosi bezpieczeństwo i komfort jazdy. Produkt gotowy do użycia.
Sposób użycia:
Zwilżyć płynem zabrudzoną powierzchnię i wytrzeć miękkim ręcznikiem papierowym lub szmatką do uzyskania naturalnego połysku.
pH 10
Dostępne opakowania:
butelka 0,5 L z rozpryskiwaczem  - ZAP 010
Kanister 5 L - ZAP 510

"
"Płyn do ręcznego mycia naczyń","NAE 508","Kuchnia, Codzienna dezynfekcja, Mycie codzienne, Mycie ręczne","https://www.forlux.pl/sites/default/files/produkty/p1150647.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/nae_508_karta_charakterystyki_0.pdf","Płyn do ręcznego mycia naczyń 
Zastosowanie:
Płyn do ręcznego mycia naczyń o zapachu świeżej cytryny, Forlux NAE 508, 
przeznaczony jest do codziennego mycia wszelkich naczyń kuchennych oraz sztućców. 
Doskonale sprawdza się również do mycia różnego rodzaju pojemników, przyrządów oraz urządzeń w masarniach, cukierniach oraz piekarniach. 
Dokładnie myje i nabłyszcza nie pozostawiając zacieków.
 
Sposób użycia:
25 ml płynu na 5 litrów wody, lub trzy krople płynu, użyte bezpośrednio na gąbkę tworzą gęstą pianę która umożliwia dokładne wymycie naczyń, 
sprawiając że stają się lśniąco czyste. Umyte naczynia spłukać bieżącą wodą i pozostawić do wyschnięcia.
 
Skład:
"
"RĘCZNA POMPA DO KONCENTRATÓW","DOZ PRODOSE","Dozowniki do chemii, Ręczne dozowanie chemii","https://www.forlux.pl/sites/default/files/produkty/photo_36.jpg","","RĘCZNA POMPA DO KONCENTRATÓW
Ręczna popma typu PRODOSE
Montowana na ścianę, umożliwiająca dokładne dozowanie koncentratów lub pasty Forlux
Możliwe 4 poziomy regulacji stężenia

		7,5 ml

		15  ml

		22  ml

		30  ml
"
"RĘCZNIK W ROLI - MAŁY","RRM 9","Artykuły higieniczne, Ręczniki typu rola","https://www.forlux.pl/sites/default/files/produkty/photo_25.jpg","","RĘCZNIK W ROLI - MAŁY
Ręcznik w roli Mini celulozowy dwuwarstwowy

		długość 50 m

		szerokość 200 mm

		średnica 140 mm
Pakowany po 9 szt w zgrzewce
"
"RĘCZNIK W ROLI MAXI","RRD 6","Artykuły higieniczne, Ręczniki typu rola","https://www.forlux.pl/sites/default/files/produkty/photo_26.jpg","","RĘCZNIK W ROLI MAXI
Ręcznik w roli Maxi celulozowy dwuwarstwowy

		długość 108 m

		szerokość 240 mm

		średnica 195 mm

		Pakowane po 6 rolek w zgrzewce
"
"Ręcznik ZZ biały jednowarstwowy gofrowany","RZB 4000","Artykuły higieniczne, Ręczniki typu ZZ","https://www.forlux.pl/sites/default/files/produkty/rzb_4000.jpg","","
		ręcznik składany typu ZZ

		kolor biały

		makulatura 1 warstwowa

		pakowane po 20 paczek w kartonie x 200 listków = 4000 listków w kartonie
"
"RĘCZNIK ZZ CELULOZA","RZC 3000","Artykuły higieniczne, Ręczniki typu ZZ","https://www.forlux.pl/sites/default/files/produkty/photo_27.jpg","","RĘCZNIK ZZ CELULOZA
Ręcznik ZZ biały dwuwarstwowy celulozowy

		Ręcznik składany typu ZZ

		Kolor biały

		Celuloza 2 warstwowa
 
	Pakowane po 20 paczek w kartonie x 150 listków = 3000 listków w kartonie
"
"RĘCZNIK ZZ SZARY","RZS 4000","Artykuły higieniczne, Ręczniki typu ZZ","https://www.forlux.pl/sites/default/files/produkty/photo_28.jpg","","RĘCZNIK ZZ SZARY
Ręcznik ZZ szary jednowarstwowy gofrowany
 

		Ręcznik składany typu ZZ

		Kolor szary

		Makulatura 1 warstwowa
 
	Pakowane po 20 paczek w kartonie x 200 listków = 4000 listków w kartonie
"
"RĘCZNIK ZZ ZIELONY","RZZ 4000","Artykuły higieniczne, Ręczniki typu ZZ","https://www.forlux.pl/sites/default/files/produkty/photo_29.jpg","","RĘCZNIK ZZ ZIELONY
Ręcznik ZZ zielony jednowarstwowy gofrowany

		Ręcznik składany typu ZZ

		Kolor zielony

		Makulatura 1 warstwowa

	Pakowane po 20 paczek w kartonie x 200 listków = 4000 listków w kartonie
"
"Rękawice gumowe","REG01","Akcesoria pomocnicze, Rękawice","https://www.forlux.pl/sites/default/files/produkty/photo_1.jpg","","Rękawice gospodarcze gumowe

		kolor żółty

		pakowane po 1 parze

		rozmiar L, M, S
"
"Ściągacz do wody podłogowy w dwóch rozmiarach","ECŚP","Akcesoria pomocnicze, Ściągacze do wody","https://www.forlux.pl/sites/default/files/produkty/ecsp.jpg","","Ściągacz do wody podłogowy:

		kolor czarny

		szerokość 55 cm - kod ECŚP55

		szerokość 75 cm - kod ECŚP75
"
"ŚCIENNY WIESZAK NA CZYŚCIWO PRZEMYSŁOWE","DOZ CŚS","Dozowniki artykułów higienicznych, Stojaki na czyściwa","https://www.forlux.pl/sites/default/files/produkty/photo_15_0.jpg","","ŚCIENNY WIESZAK NA CZYŚCIWO PRZEMYSŁOWE

	Wieszak na przemysłowe czyściwa w roli

		Wykonany z rur stalowych.

		Zaopatrzony w niklowaną listwę do odrywania czyściwa.

		Mocowany do ściany.
"
"Ściereczka z mikrofazy Forlux EasyClean","ECŚ","Akcesoria pomocnicze, Ściereczki i Zmywaki","https://www.forlux.pl/sites/default/files/produkty/ecs.jpg","","Ściereczka z mikrofazy Forlux EasyClean

		gramatura 300 g/m2

		wymiary 40x40
 

		 Niebieska ECŚN

		 Różowa ECŚR

		 Żółta ECŚŻ
"
"Ściereczka z mikrofazy gładkiej do szyb","ŚM125","Akcesoria pomocnicze, Ściereczki i Zmywaki","https://www.forlux.pl/sites/default/files/produkty/sm125.jpg","","Ściereczka z mikrofazy gładkiej do szyb

		gramatura 125 g/m2

		wymiary 36x40
Pakowana po 3 sztuki w kolorach:

		niebieska

		czerwona

		żółta
"
"Ściereczka z wiskozy 140 g","ŚW140","Akcesoria pomocnicze, Ściereczki i Zmywaki","https://www.forlux.pl/sites/default/files/produkty/sw140.jpg","","Ściereczka z wiskozy

		gramatura 140 g/m2

		wymiary 60x80
pakowana po 5 sztuk
"
"Ściereczka z wiskozy 45 g","ŚW45","Akcesoria pomocnicze, Ściereczki i Zmywaki","https://www.forlux.pl/sites/default/files/produkty/sw45.jpg","","Ściereczka z wiskozy

		gramatura 45 g/m2

		wymiary 33x52
pakowana po 3 sztuki:

		niebieska

		czerwona

		żółta
"
"Ściereczka z wiskozy 80 g","ŚW80","Akcesoria pomocnicze, Ściereczki i Zmywaki","https://www.forlux.pl/sites/default/files/produkty/sw80.jpg","","Ściereczka z wiskozy

		gramatura 80 g/m2

		wymiary 36x50
pakowana po 3 sztuki

		niebieska

		czerwona

		żółta
"
